rank,name,age,earnings,cup,events,rounds,cuts,top10,wins,score,ddis,dacc,girr,putts,sand,birds,year
28,Nick Watney,41,"$605,369",0,31,89,16,2,0,71.1,298.9,59.4,66.2,1.778,43.8,3.506,2005
29,Michael Long,54,"$180,418",0,26,70,11,0,0,71.7,298.3,62.4,64.8,1.809,45.0,3.000,2005
30,Dennis Paulson,60,"$232,147",0,24,63,8,1,0,72.4,298.2,54.6,61.3,1.813,45.0,3.143,2005
31,Geoff Ogilvy,45,"$1,931,676",0,26,93,22,5,1,70.5,298.0,60.7,66.7,1.746,57.2,3.796,2005
32,Steve Allan,49,"$418,428",0,32,98,18,1,0,71.7,297.7,58.6,64.1,1.809,54.6,3.398,2005
33,Robert Allenby,51,"$1,184,458",0,31,90,18,3,0,70.9,297.7,62.3,68.7,1.793,47.4,3.756,2005
34,J.J. Henry,48,"$942,347",0,32,100,21,4,0,70.7,297.6,61.0,69.7,1.802,41.0,3.370,2005
35,Daniel Chopra,49,"$893,368",0,34,104,19,2,0,71.0,297.3,55.5,63.9,1.778,55.0,3.625,2005
36,Rory Sabbatini,47,"$920,988",0,26,79,15,3,0,71.4,297.2,55.6,60.2,1.790,57.4,3.405,2005
37,Jonathan Byrd,45,"$726,023",0,31,99,22,1,0,71.1,297.0,59.8,64.6,1.789,49.1,3.646,2005
38,Fred Couples,63,"$1,804,179",0,22,70,16,4,0,71.0,296.4,57.5,66.3,1.797,55.2,3.743,2005
39,Rod Pampling,53,"$1,613,815",0,26,84,21,6,0,71.2,295.9,60.3,65.6,1.779,48.8,3.560,2005
40,D.J. Trahan,42,"$806,304",0,28,77,14,3,0,70.9,295.8,61.8,67.0,1.792,47.8,3.286,2005
41,D.J. Brigman,46,"$294,849",0,26,72,12,0,0,72.1,295.5,63.1,63.8,1.832,35.8,2.986,2005
42,James Driscoll,45,"$849,891",0,26,71,12,1,0,71.5,295.5,53.1,63.2,1.781,54.0,3.197,2005
43,Retief Goosen,54,"$3,494,106",0,18,65,17,8,1,70.5,295.4,59.2,63.2,1.768,54.5,3.831,2005
44,Ted Purdy,49,"$2,198,368",0,34,123,27,3,1,71.2,295.2,63.4,64.5,1.812,47.3,3.504,2005
45,David Hearn,43,"$197,453",0,24,68,10,0,0,71.4,295.2,68.5,68.1,1.808,37.2,3.162,2005
46,Ryan Palmer,46,"$1,280,002",0,32,97,18,3,0,71.0,295.0,59.9,65.4,1.749,49.4,3.866,2005
47,Carlos Franco,57,"$1,029,267",0,25,76,15,2,0,71.1,294.7,57.4,66.3,1.806,51.0,3.329,2005
48,John Rollins,47,"$852,147",0,30,95,19,1,0,71.1,294.4,63.7,65.7,1.781,40.5,3.547,2005
49,Arjun Atwal,50,"$963,768",0,17,65,16,4,0,70.4,294.2,61.1,64.9,1.710,44.2,3.846,2005
50,Justin Rose,42,"$1,365,191",0,28,95,22,3,0,70.5,294.1,63.7,68.1,1.793,54.4,3.663,2005
51,Chad Campbell,48,"$2,391,432",0,27,94,22,5,0,70.5,294.0,61.6,67.1,1.775,44.4,3.532,2005
52,Dan Forsman,64,"$214,135",0,17,50,10,0,0,70.6,294.0,58.3,69.2,1.777,48.6,3.660,2005
53,Padraig Harrington,51,"$2,615,731",0,15,49,11,4,2,71.3,293.9,54.6,61.5,1.780,47.1,3.510,2005
54,Hunter Mahan,40,"$589,567",0,34,101,19,2,0,71.2,293.8,61.4,66.7,1.772,42.2,3.644,2005
55,Charles Howell III,43,"$2,074,329",0,29,91,21,6,0,70.8,293.6,57.5,65.4,1.796,52.2,3.253,2005
56,John Huston,61,"$657,970",0,31,86,15,2,0,71.1,293.6,62.3,64.0,1.757,45.6,3.744,2005
57,Neal Lancaster,60,"$532,185",0,31,95,18,1,0,71.1,293.4,59.0,65.4,1.777,47.4,3.484,2005
58,Bo Van Pelt,47,"$1,606,082",0,33,112,24,6,0,70.7,293.3,62.9,68.9,1.779,45.1,3.652,2005
59,Brett Quigley,53,"$998,155",0,31,92,18,2,0,70.8,293.3,57.5,64.7,1.766,60.9,3.435,2005
60,Ben Crane,47,"$2,457,329",0,21,74,18,6,1,69.9,293.1,56.6,62.4,1.715,59.8,3.824,2005
61,Jason Bohn,49,"$1,888,568",0,28,91,18,3,1,70.4,292.9,62.1,66.1,1.769,49.6,3.440,2005
62,Marco Dawson,59,"$526,264",0,23,82,18,1,0,70.8,292.4,62.8,67.4,1.757,52.0,3.610,2005
63,Jesper Parnevik,58,"$732,845",0,24,82,18,2,0,71.1,292.2,57.6,61.1,1.762,41.9,3.390,2005
64,Michael Allen,64,"$591,829",0,30,90,15,2,0,71.5,292.1,54.2,62.6,1.757,46.5,3.511,2005
65,Tim Herron,53,"$2,103,550",0,28,100,23,7,0,70.4,292.1,61.6,64.6,1.751,50.3,3.740,2005
66,Roland Thatcher,45,"$326,299",0,26,73,13,1,0,71.4,292.0,64.6,68.6,1.812,38.0,3.411,2005
67,Pat Perez,47,"$1,258,087",0,28,89,18,4,0,71.1,291.8,60.8,63.8,1.790,63.0,3.483,2005
68,Joey Snyder III,49,"$1,042,696",0,31,98,20,3,0,71.1,291.8,66.3,68.5,1.796,32.5,3.418,2005
69,Carl Pettersson,45,"$1,993,851",0,34,105,20,3,1,70.7,291.7,60.8,66.1,1.765,56.3,3.638,2005
70,Greg Owen,51,"$1,352,878",0,24,80,19,3,0,71.1,291.5,62.1,67.2,1.797,47.8,3.263,2005
71,J.L. Lewis,62,"$1,031,159",0,30,98,19,4,0,71.0,291.5,64.0,66.1,1.780,48.9,3.429,2005
72,Bob Heintz,52,"$355,488",0,24,67,9,1,0,71.4,291.5,57.5,60.9,1.727,45.9,3.791,2005
73,Aaron Baddeley,42,"$1,006,006",0,27,82,17,5,0,71.1,291.4,53.3,60.8,1.733,51.6,3.598,2005
74,Bradley Hughes,56,"$76,819",0,20,52,6,0,0,72.0,291.3,67.5,64.9,1.839,36.8,2.962,2005
75,Brian Bateman,50,"$505,517",0,32,94,18,0,0,71.3,291.1,62.1,64.6,1.779,39.4,3.340,2005
76,John Senden,52,"$855,325",0,29,99,22,3,0,70.6,291.0,66.0,68.0,1.791,52.9,3.485,2005
77,Scott McCarron,57,"$977,517",0,24,74,15,3,0,71.5,291.0,60.7,63.0,1.772,39.5,3.243,2005
78,Steve Lowery,62,"$950,274",0,32,96,17,3,0,71.2,291.0,62.3,64.7,1.761,44.9,3.542,2005
79,Jonathan Kaye,52,"$1,416,109",0,24,74,17,3,0,71.1,290.7,65.4,66.7,1.777,40.2,3.797,2005
80,Tom Pernice Jr.,63,"$1,608,057",0,32,107,23,2,0,71.0,290.7,62.9,62.8,1.772,46.5,3.411,2005
81,D.A. Points,46,"$400,540",0,33,90,15,0,0,71.4,290.5,63.6,64.9,1.798,50.4,3.344,2005
82,Mark Hensby,50,"$1,312,637",0,21,68,16,3,0,71.8,290.4,62.7,62.0,1.770,47.4,3.574,2005
83,Vaughn Taylor,47,"$1,827,574",0,32,99,19,4,1,70.8,290.3,64.2,65.0,1.762,48.3,3.727,2005
84,Ryuji Imada,46,"$650,221",0,25,78,14,1,0,70.9,290.1,57.6,64.1,1.770,55.6,3.538,2005
85,Zach Johnson,47,"$1,796,441",0,30,95,21,5,0,70.8,290.0,66.9,66.7,1.762,49.6,3.716,2005
86,Andrew Magee,60,"$488,779",0,29,78,13,2,0,71.9,289.9,56.8,60.3,1.796,52.3,3.244,2005
87,Hunter Haas,46,"$371,925",0,28,79,14,1,0,71.2,289.6,59.0,64.1,1.750,46.3,3.570,2005
88,Craig Barlow,50,"$720,362",0,26,77,15,1,0,71.3,289.6,64.5,66.7,1.780,52.5,3.584,2005
89,Freddie Jacobson,48,"$868,525",0,23,71,14,3,0,71.4,289.5,57.4,62.3,1.773,55.4,3.310,2005
90,Mark Calcavecchia,62,"$2,185,310",0,27,90,20,5,1,70.8,289.3,66.5,65.9,1.773,54.6,3.589,2005
91,Joe Durant,59,"$1,039,699",0,25,81,15,3,0,71.0,289.2,70.9,70.9,1.824,39.7,3.432,2005
92,Bernhard Langer,65,"$952,451",0,19,67,14,3,0,71.1,289.1,57.6,65.0,1.795,52.9,3.194,2005
93,Peter Lonard,55,"$1,897,998",0,27,85,17,3,1,71.3,289.1,61.7,63.5,1.779,41.7,3.282,2005
94,Woody Austin,59,"$1,177,095",0,30,101,21,4,0,70.9,289.1,60.6,63.8,1.774,46.1,3.733,2005
95,Patrick Sheehan,53,"$675,038",0,35,111,22,1,0,70.8,289.0,60.8,62.7,1.763,34.3,3.505,2005
96,Justin Bolli,47,"$207,400",0,24,63,10,0,0,71.7,289.0,59.3,61.0,1.756,48.6,3.254,2005
97,K.J. Choi,52,"$1,765,374",0,24,73,18,3,1,71.1,288.8,65.0,64.2,1.781,52.9,3.479,2005
98,Shigeki Maruyama,53,"$1,933,049",0,29,98,22,5,0,70.6,288.8,61.7,65.4,1.764,55.2,3.541,2005
99,Briny Baird,50,"$624,191",0,33,96,18,2,0,70.7,288.7,67.1,68.6,1.788,41.5,3.406,2005
100,Shaun Micheel,54,"$487,402",0,29,79,12,2,0,71.7,288.4,62.1,65.0,1.805,39.0,3.051,2005
101,Kent Jones,56,"$629,944",0,32,97,18,2,0,71.2,288.3,65.6,65.5,1.758,47.7,3.567,2005
102,José María Olazábal,57,"$1,764,227",0,16,53,14,6,0,70.7,288.2,59.1,65.4,1.752,56.6,3.340,2005
103,Billy Mayfair,56,"$2,236,455",0,31,110,27,6,0,70.4,288.2,69.8,69.5,1.780,51.2,3.655,2005
104,Frank Lickliter,53,"$486,581",0,33,96,19,1,0,71.5,288.2,62.8,64.9,1.770,40.4,3.646,2005
105,Rich Beem,52,"$701,242",0,26,62,8,2,0,72.3,288.0,58.0,63.4,1.819,50.5,3.000,2005
106,David Toms,56,"$3,962,013",0,25,79,19,11,1,70.5,287.8,66.0,64.1,1.737,47.6,3.848,2005
107,Kevin Sutherland,58,"$845,875",0,26,87,20,3,0,70.7,287.7,64.9,67.1,1.792,60.0,3.414,2005
108,Rocco Mediate,60,"$696,250",0,24,73,16,1,0,71.0,287.7,65.7,64.6,1.798,42.7,3.479,2005
109,Thomas Levet,54,"$485,343",0,20,53,9,1,0,72.9,287.2,56.9,61.3,1.858,39.2,2.698,2005
110,Todd Hamilton,57,"$559,495",0,31,91,18,0,0,71.8,287.2,61.9,63.7,1.770,43.4,3.198,2005
111,Tommy Armour III,63,"$636,643",0,29,103,22,1,0,71.1,287.1,66.1,68.2,1.801,45.5,3.165,2005
112,Joey Sindelar,65,"$1,060,238",0,29,104,23,3,0,71.0,286.9,68.1,68.6,1.783,40.9,3.712,2005
113,Alex Cejka,52,"$510,082",0,31,82,15,0,0,71.7,286.6,67.2,64.5,1.822,44.4,3.146,2005
114,Jeff Brehaut,59,"$1,271,061",0,23,67,13,5,0,70.5,286.6,69.9,70.0,1.787,41.5,3.642,2005
115,Bob Tway,63,"$1,072,387",0,26,83,18,4,0,70.8,286.6,63.7,67.5,1.779,51.3,3.518,2005
116,Richard Johnson,46,"$689,364",0,16,50,9,4,0,70.3,286.3,68.5,68.1,1.768,58.2,3.940,2005
117,Tim Petrovic,56,"$1,711,229",0,32,93,16,3,1,71.2,286.1,57.3,65.0,1.783,46.6,3.312,2005
118,Glen Day,57,"$370,221",0,27,79,14,1,0,71.2,286.1,62.3,61.1,1.765,51.9,3.329,2005
119,Cameron Beckman,53,"$474,107",0,31,92,16,1,0,71.3,286.0,65.5,64.8,1.764,52.6,3.435,2005
120,Tom Lehman,64,"$1,655,416",0,20,67,15,4,0,71.1,285.9,64.3,67.6,1.800,45.8,3.373,2005
121,Mario Tiziani,52,"$181,618",0,23,65,12,0,0,71.1,285.8,65.4,66.2,1.788,50.0,3.215,2005
122,Stephen Ames,58,"$959,665",0,24,79,19,3,0,71.2,285.8,61.0,62.0,1.783,61.4,3.152,2005
123,Craig Perks,56,"$171,379",0,27,65,7,0,0,72.9,285.8,53.9,62.1,1.818,50.9,2.846,2005
124,Lee Janzen,58,"$422,748",0,26,73,13,1,0,71.6,285.7,56.6,64.0,1.781,56.6,3.466,2005
125,Stewart Cink,49,"$1,733,049",0,26,91,23,5,0,70.7,285.5,60.6,65.0,1.759,54.4,3.516,2005
126,Dudley Hart,54,"$1,051,339",0,29,84,18,3,0,70.5,285.4,61.6,64.2,1.759,47.3,3.512,2005
127,Justin Leonard,50,"$2,665,132",0,24,76,18,4,2,70.4,285.2,64.4,64.5,1.761,55.4,3.632,2005
128,Steve Stricker,56,"$397,640",0,21,62,10,1,0,70.8,285.1,52.3,61.3,1.713,48.5,3.629,2005
129,Charlie Wi,51,"$250,081",0,23,66,12,1,0,71.7,285.1,62.1,59.1,1.746,54.0,3.091,2005
130,Joe Ogilvie,49,"$1,819,547",0,30,99,21,5,0,71.3,284.9,62.4,61.9,1.738,56.7,3.525,2005
131,Ian Poulter,47,"$946,890",0,20,58,10,2,0,72.0,284.8,62.3,59.8,1.788,48.2,3.310,2005
132,Tom Gillis,54,"$421,050",0,28,75,13,0,0,71.7,284.6,64.5,64.1,1.785,48.1,3.227,2005
133,Paul Azinger,63,"$246,489",0,22,66,10,0,0,71.9,284.6,60.8,60.9,1.751,46.8,3.333,2005
134,Jeff Maggert,59,"$743,780",0,25,76,17,2,0,71.4,284.5,70.5,63.8,1.795,45.8,3.303,2005
135,Luke Donald,45,"$2,480,562",0,18,61,17,5,0,70.2,284.5,64.3,67.3,1.774,59.8,3.459,2005
136,Steve Flesch,55,"$869,106",0,30,85,16,2,0,72.0,284.2,62.9,62.9,1.807,54.9,3.259,2005
137,Bill Glasson,62,"$108,426",0,21,52,8,0,0,71.9,284.0,63.0,63.2,1.796,34.3,2.865,2005
138,Tjaart van der Walt,48,"$544,058",0,19,56,9,1,0,71.5,283.8,66.3,66.3,1.805,55.4,3.321,2005
139,Tim Clark,47,"$2,310,037",0,26,88,22,6,0,70.5,283.8,65.8,63.5,1.731,62.7,3.955,2005
140,Bob Estes,57,"$891,477",0,25,92,22,1,0,70.4,283.6,64.2,64.7,1.760,48.3,3.261,2005
141,Darron Stiles,48,"$499,827",0,26,76,14,2,0,70.7,283.6,69.3,66.5,1.769,50.0,3.618,2005
142,Phillip Price,56,"$419,415",0,25,74,13,0,0,70.9,283.6,65.8,64.2,1.759,56.9,3.486,2005
143,Steve Elkington,60,"$1,410,350",0,20,67,15,3,0,70.6,283.5,65.9,67.2,1.793,46.7,3.239,2005
144,Arron Oberholser,48,"$921,796",0,21,63,14,4,0,70.7,283.5,66.7,66.8,1.785,49.5,3.460,2005
145,Bart Bryant,60,"$3,249,136",0,26,91,19,4,2,70.2,283.2,73.0,68.9,1.762,41.4,3.659,2005
146,Glen Hnatiuk,61,"$185,162",0,21,55,8,0,0,71.5,283.1,62.2,67.9,1.802,50.0,3.364,2005
147,Duffy Waldorf,60,"$462,725",0,28,82,16,0,0,71.2,283.0,69.3,66.4,1.788,43.2,3.659,2005
148,Hidemichi Tanaka,52,"$686,113",0,34,102,19,2,0,70.9,282.2,68.5,66.9,1.775,50.0,3.520,2005
149,Billy Andrade,59,"$1,120,835",0,26,83,16,1,0,71.1,282.0,63.4,63.9,1.751,52.4,3.434,2005
150,Dean Wilson,53,"$821,903",0,27,87,17,4,0,70.7,281.9,65.2,64.9,1.755,54.6,3.471,2005
151,Paul Claxton,55,"$269,701",0,29,80,11,0,0,71.7,281.7,71.1,64.0,1.808,42.6,2.988,2005
152,J.P. Hayes,57,"$531,704",0,22,63,10,2,0,71.1,281.7,60.5,61.6,1.761,51.0,3.540,2005
153,Jerry Kelly,56,"$1,352,487",0,31,101,21,4,0,70.9,281.5,68.0,64.9,1.785,45.3,3.277,2005
154,Brian Davis,48,"$854,460",0,23,75,15,2,0,71.1,281.5,71.7,65.7,1.789,56.2,3.253,2005
155,Jay Williamson,56,"$382,653",0,16,53,10,1,0,71.5,281.5,70.8,63.4,1.765,46.9,3.226,2005
156,Mike Weir,52,"$1,363,467",0,23,67,14,2,0,71.8,281.3,63.7,61.0,1.806,60.8,3.284,2005
157,Scott Verplank,58,"$2,580,213",0,25,87,21,5,0,70.2,281.2,71.5,65.7,1.734,53.5,4.046,2005
158,Franklin Langham,54,"$380,436",0,31,87,14,0,0,71.8,281.2,57.5,62.5,1.805,50.4,3.000,2005
159,Heath Slocum,49,"$1,606,185",0,29,99,22,4,1,70.6,281.2,71.3,68.4,1.778,48.1,3.535,2005
160,Brent Geiberger,54,"$309,559",0,21,59,11,1,0,71.6,281.1,63.0,63.5,1.788,56.3,3.000,2005
161,Robert Gamez,54,"$1,115,364",0,28,91,17,2,1,71.0,281.1,67.0,64.4,1.755,48.0,3.714,2005
162,Chris DiMarco,54,"$3,562,548",0,24,77,18,6,0,71.3,281.0,61.6,62.5,1.737,52.3,3.584,2005
163,Matt Davidson,--,"$98,906",0,20,53,6,0,0,72.4,280.9,64.7,60.6,1.825,44.1,2.943,2005
164,Rob Rashell,--,"$84,391",0,25,65,6,0,0,72.4,280.7,59.6,59.2,1.794,37.7,2.800,2005
165,Steve Jones,64,"$124,144",0,20,54,8,0,0,72.4,280.5,65.9,61.2,1.837,39.4,2.574,2005
166,Kevin Na,39,"$1,095,204",0,32,86,15,2,0,71.4,280.5,61.8,59.6,1.768,53.2,3.314,2005
167,Matt Gogel,52,"$344,151",0,28,76,11,1,0,71.6,280.3,63.3,62.5,1.771,45.4,3.145,2005
168,Jim Furyk,52,"$4,255,369",0,26,93,23,10,1,69.7,280.0,68.1,69.8,1.747,58.7,3.817,2005
169,Ben Curtis,45,"$594,670",0,24,65,8,2,0,72.6,280.0,63.4,61.9,1.811,40.5,2.862,2005
170,Matt Kuchar,44,"$402,786",0,21,60,9,1,0,71.4,280.0,69.0,62.9,1.791,48.1,3.083,2005
171,Olin Browne,63,"$2,171,928",0,29,95,20,2,1,70.4,278.9,73.5,69.1,1.766,49.6,3.537,2005
172,Mark Wilson,48,"$573,218",0,25,70,12,3,0,71.0,278.6,67.2,65.9,1.760,55.5,3.486,2005
173,Doug Barron,53,"$731,990",0,24,70,11,2,0,71.0,278.4,68.9,66.9,1.766,51.0,3.371,2005
174,Jeff Sluman,65,"$1,087,506",0,28,94,20,3,0,71.0,278.3,67.2,66.3,1.777,55.8,3.447,2005
175,Chris Anderson,52,"$270,347",0,25,62,9,1,0,71.9,278.1,63.7,61.0,1.758,45.9,3.145,2005
176,Len Mattiace,55,"$209,638",0,34,84,10,0,0,72.8,278.0,59.9,55.5,1.784,52.3,2.821,2005
177,Paul Gow,52,"$324,459",0,27,74,13,0,0,71.6,278.0,66.2,61.2,1.799,47.0,3.297,2005
178,Chris Riley,49,"$268,735",0,25,65,12,0,0,72.4,278.0,67.1,58.5,1.822,54.6,2.954,2005
179,Robert Damron,50,"$739,836",0,28,89,16,1,0,71.6,277.5,71.4,63.9,1.788,56.5,3.202,2005
180,Stephen Leaney,54,"$758,057",0,29,87,19,0,0,70.9,277.4,67.9,65.7,1.782,53.5,3.333,2005
181,Mark O'Meara,66,"$190,970",0,21,66,11,0,0,72.2,277.1,60.9,59.8,1.770,54.1,2.970,2005
182,José Coceres,59,"$269,705",0,22,54,8,0,0,72.0,276.4,71.9,60.5,1.789,52.7,3.296,2005
183,Danny Briggs,62,"$148,836",0,29,68,8,1,0,72.1,276.1,67.9,63.0,1.807,47.9,2.853,2005
184,Jim Carter,61,"$104,138",0,25,60,7,0,0,72.4,276.1,68.2,61.8,1.840,41.9,2.500,2005
185,Todd Fischer,53,"$664,098",0,35,99,16,2,0,71.4,276.0,64.5,60.0,1.733,48.4,3.333,2005
186,Skip Kendall,58,"$180,561",0,32,78,8,0,0,72.0,276.0,70.6,62.7,1.800,43.8,3.064,2005
187,Jay Haas,69,"$485,109",0,16,51,12,1,0,71.9,276.0,65.6,61.8,1.799,44.3,3.294,2005
188,Kirk Triplett,61,"$598,145",0,18,53,9,1,0,71.2,276.0,70.4,63.1,1.769,56.3,3.453,2005
189,Omar Uresti,54,"$538,238",0,27,84,16,1,0,70.9,275.8,74.9,66.5,1.793,55.3,3.417,2005
190,Larry Mize,64,"$206,969",0,18,50,9,0,0,71.6,275.7,70.2,62.2,1.795,54.4,3.160,2005
191,Brian Gay,51,"$689,862",0,33,99,19,1,0,71.2,275.4,67.2,62.3,1.764,55.9,3.333,2005
192,Brad Faxon,61,"$1,700,535",0,23,71,14,4,1,70.9,274.8,60.7,62.1,1.739,48.7,3.690,2005
193,Tom Byrum,62,"$323,953",0,27,83,15,0,0,71.4,274.3,70.3,64.9,1.800,49.1,3.084,2005
194,John Cook,65,"$374,185",0,26,70,10,1,0,71.4,272.6,69.8,63.9,1.764,44.2,3.357,2005
195,Loren Roberts,67,"$874,330",0,18,53,11,2,0,70.5,270.0,68.0,65.4,1.772,54.7,3.377,2005
196,Fred Funk,66,"$2,830,046",0,30,101,23,3,1,70.9,270.0,75.9,66.2,1.804,52.1,3.089,2005
197,Mark Brooks,62,"$273,668",0,28,72,10,1,0,72.2,269.1,67.9,59.7,1.791,47.9,2.833,2005
198,Gavin Coles,54,"$359,523",0,22,70,13,1,0,71.5,267.7,73.4,62.2,1.759,56.3,3.143,2005
199,Jeff Hart,62,"$135,165",0,23,61,10,0,0,71.9,265.7,76.0,62.5,1.815,47.6,2.902,2005
200,Corey Pavin,63,"$736,506",0,23,73,15,2,0,70.8,258.7,67.0,62.6,1.762,52.5,3.411,2005
1,Hank Kuehne,47,"$816,889",0,30,89,16,2,0,71.3,314.4,49.9,62.9,1.765,59.3,3.393,2004
2,Scott Hend,49,"$531,263",0,29,79,12,1,0,72.2,312.6,54.1,62.7,1.806,49.0,3.494,2004
3,John Daly,56,"$2,359,507",0,22,79,17,5,1,70.8,306.0,53.0,66.4,1.736,54.8,3.684,2004
4,Mike Heinen,56,"$166,185",0,17,53,9,1,0,72.1,305.2,62.7,62.8,1.790,31.8,3.151,2004
5,Chris Smith,53,"$692,785",0,33,105,19,1,0,71.3,304.0,59.5,70.4,1.811,33.2,3.638,2004
6,Lucas Glover,43,"$557,454",0,30,91,17,2,0,71.3,303.4,64.4,67.5,1.797,48.4,3.538,2004
7,Geoff Ogilvy,45,"$1,236,910",0,26,87,19,4,0,70.5,303.3,63.2,66.9,1.752,61.0,3.632,2004
8,Chris Couch,49,"$100,283",0,24,55,4,1,0,73.2,302.1,56.2,60.8,1.796,34.2,3.418,2004
9,Tiger Woods,47,"$5,365,473",0,19,74,19,14,1,70.3,301.9,56.1,65.1,1.724,53.5,4.041,2004
10,J.J. Henry,48,"$848,823",0,30,103,21,3,0,70.9,301.3,64.5,66.6,1.788,41.7,3.340,2004
11,Steve Allan,49,"$648,480",0,33,99,18,1,0,71.0,301.2,59.3,66.8,1.795,48.9,3.525,2004
12,Tag Ridings,48,"$623,262",0,18,50,9,1,0,71.2,301.0,56.4,64.2,1.751,49.4,3.740,2004
13,Vijay Singh,60,"$10,905,166",0,29,110,28,18,9,69.2,300.8,60.4,73.0,1.757,50.3,4.091,2004
14,Dennis Paulson,60,"$677,035",0,21,71,15,2,0,71.1,300.1,60.4,63.0,1.774,61.1,3.437,2004
15,Davis Love III,58,"$3,075,092",0,24,79,18,8,0,71.1,300.1,60.1,60.2,1.753,51.9,3.608,2004
16,Kris Cox,49,"$205,171",0,26,71,11,0,0,72.1,299.1,59.0,62.0,1.808,41.9,3.099,2004
17,Brenden Pappas,52,"$524,905",0,34,108,21,0,0,71.2,298.9,50.1,63.0,1.759,55.6,3.565,2004
18,Harrison Frazar,51,"$1,446,764",0,25,82,17,4,0,70.5,298.8,64.3,65.2,1.748,51.7,3.805,2004
19,Ernie Els,53,"$5,787,225",0,16,58,15,10,3,69.7,298.0,55.5,65.6,1.740,47.9,3.724,2004
20,Andre Stolz,52,"$808,373",0,20,53,7,1,1,72.2,297.9,59.0,63.0,1.787,47.7,3.189,2004
21,Roger Tambellini,48,"$234,164",0,28,78,12,0,0,72.1,297.8,59.2,63.2,1.796,49.3,3.103,2004
22,Rich Beem,52,"$230,499",0,28,78,14,0,0,71.1,296.7,61.7,63.7,1.814,56.4,3.192,2004
23,John Senden,52,"$698,203",0,28,96,21,2,0,70.5,296.6,65.6,70.5,1.791,50.6,3.552,2004
24,Tom Carter,55,"$395,780",0,35,110,20,0,0,71.9,296.5,55.1,62.9,1.790,42.7,3.118,2004
25,Dan Olsen,56,"$135,731",0,31,73,9,0,0,72.2,296.0,51.5,60.7,1.778,41.4,3.178,2004
26,Kenny Perry,62,"$1,952,043",0,23,77,17,7,0,70.5,295.9,62.5,67.7,1.776,45.8,3.675,2004
27,Daniel Chopra,49,"$763,253",0,33,106,21,3,0,70.8,295.9,58.6,63.9,1.748,52.2,3.670,2004
28,Jonathan Byrd,45,"$1,133,165",0,27,83,16,3,1,71.0,295.8,62.1,61.4,1.760,56.0,3.723,2004
29,Ryan Palmer,46,"$1,592,344",0,33,100,18,2,1,71.0,295.6,63.2,65.5,1.768,51.3,3.800,2004
30,Adam Scott,42,"$3,724,985",0,16,53,12,7,2,71.0,295.4,57.7,64.4,1.757,59.3,3.604,2004
31,Phil Mickelson,52,"$5,784,823",0,22,79,19,13,2,69.6,295.4,62.9,69.5,1.759,55.6,3.975,2004
32,Deane Pappas,55,"$346,633",0,22,70,15,0,0,71.3,295.3,60.1,63.4,1.776,44.1,3.486,2004
33,Sergio Garcia,43,"$3,239,215",0,18,65,16,5,2,70.5,295.1,58.5,69.7,1.790,48.1,3.631,2004
34,Robert Allenby,51,"$1,513,537",0,26,89,22,5,0,71.0,294.9,65.0,69.5,1.798,46.5,3.382,2004
35,Fred Couples,63,"$1,396,109",0,16,52,12,3,0,71.5,294.5,58.8,66.3,1.781,47.1,3.423,2004
36,Bo Van Pelt,47,"$1,553,825",0,30,104,23,5,0,70.4,294.4,65.1,67.7,1.768,43.1,3.606,2004
37,Brett Quigley,53,"$836,380",0,31,98,20,1,0,71.1,294.3,57.2,65.8,1.780,52.7,3.378,2004
38,Retief Goosen,54,"$3,885,573",0,16,55,13,9,2,69.6,294.2,62.5,68.7,1.743,54.6,4.018,2004
39,Scott McCarron,57,"$790,720",0,27,86,18,2,0,71.0,294.1,64.9,65.4,1.772,49.7,3.558,2004
40,Tim Herron,53,"$1,727,577",0,26,83,17,4,0,71.2,293.8,58.0,65.1,1.787,47.8,3.072,2004
41,Jason Bohn,49,"$567,930",0,29,95,21,1,0,71.0,293.3,65.8,66.8,1.778,42.0,3.716,2004
42,Stuart Appleby,51,"$2,949,235",0,25,79,18,5,1,70.8,293.2,62.5,64.3,1.764,51.4,3.519,2004
43,Rich Barcelo,47,"$223,597",0,26,65,9,0,0,71.8,293.1,59.0,64.4,1.797,35.3,3.200,2004
44,Roland Thatcher,45,"$247,987",0,23,66,9,1,0,71.6,293.1,64.8,68.0,1.811,42.3,3.485,2004
45,Hunter Mahan,40,"$813,089",0,30,94,16,3,0,71.4,293.0,62.2,63.7,1.775,45.8,3.415,2004
46,Vaughn Taylor,47,"$1,176,434",0,27,82,17,4,1,70.7,292.5,65.1,68.4,1.761,41.9,3.878,2004
47,Brian Kortan,--,"$159,939",0,24,62,8,0,0,72.2,292.4,63.0,62.0,1.844,52.1,2.742,2004
48,Rory Sabbatini,47,"$2,500,397",0,26,86,19,7,0,70.9,292.2,59.2,64.9,1.792,48.9,3.512,2004
49,Brian Bateman,50,"$919,255",0,24,80,18,2,0,70.9,292.2,66.1,66.6,1.766,48.5,3.363,2004
50,Mathias Gronberg,53,"$565,014",0,32,87,12,2,0,71.7,292.1,58.5,63.2,1.811,43.9,2.908,2004
51,Rod Pampling,53,"$1,737,725",0,26,94,22,2,1,70.7,292.1,59.8,66.1,1.763,58.9,3.351,2004
52,Neal Lancaster,60,"$701,239",0,33,103,21,2,0,71.2,291.6,57.6,65.2,1.781,52.4,3.330,2004
