rank,name,age,earnings,cup,events,rounds,cuts,top10,wins,score,ddis,dacc,girr,putts,sand,birds,year
17,Harrison Frazar,51,"$1,322,267",0,19,58,10,1,1,71.4,301.8,51.5,62.5,1.791,42.2,3.379,2011
18,Jim Herman,45,"$196,845",0,22,69,13,0,0,71.1,301.7,57.0,60.1,1.831,30.5,3.304,2011
19,Angel Cabrera,53,"$628,079",0,17,50,8,3,0,71.0,301.6,55.0,58.8,1.767,39.8,3.760,2011
20,Keegan Bradley,36,"$3,758,600",920,28,91,18,4,2,70.6,300.7,61.5,63.0,1.767,39.3,3.692,2011
21,Troy Matteson,43,"$946,989",0,28,91,16,2,0,70.9,300.2,58.8,62.8,1.780,37.7,3.604,2011
22,Charley Hoffman,46,"$1,462,591",0,27,92,20,2,0,70.9,299.8,60.3,66.8,1.763,43.2,4.000,2011
23,Phil Mickelson,52,"$3,763,488",1045,21,77,20,7,1,70.2,299.8,53.2,67.0,1.778,52.2,3.857,2011
24,Adam Scott,42,"$3,764,797",998,18,59,14,7,1,70.2,299.7,64.0,68.1,1.772,55.7,3.797,2011
25,Rickie Fowler,34,"$2,084,681",0,24,81,19,4,0,70.5,299.5,56.7,64.5,1.723,45.1,4.086,2011
26,Zack Miller,--,"$427,341",0,30,86,13,1,0,71.8,299.5,57.1,58.9,1.813,51.7,3.314,2011
27,Ryan Palmer,46,"$1,850,530",0,24,80,18,3,0,70.9,299.5,53.8,63.8,1.772,51.2,3.650,2011
28,Sergio Garcia,43,"$1,524,091",0,16,61,15,3,0,70.2,299.2,58.0,66.8,1.779,52.2,3.393,2011
29,Robert Karlsson,53,"$1,779,815",0,18,59,14,3,0,70.6,299.2,56.8,63.4,1.776,54.1,3.525,2011
30,Jimmy Walker,45,"$1,336,556",0,24,79,16,4,0,70.7,298.8,53.1,63.9,1.772,50.0,3.468,2011
31,D.J. Trahan,42,"$668,166",0,30,91,16,1,0,70.7,298.6,59.8,69.0,1.819,50.7,3.330,2011
32,Alex Prugh,38,"$292,070",0,29,82,11,0,0,71.9,298.6,57.4,62.7,1.808,34.6,3.341,2011
33,Brandt Jobe,57,"$1,629,764",0,28,100,21,4,0,70.3,298.5,65.9,66.4,1.792,55.2,3.780,2011
34,James Driscoll,45,"$741,010",0,24,71,12,2,0,71.2,298.5,55.8,58.1,1.794,42.9,3.592,2011
35,Davis Love III,58,"$1,056,300",0,22,70,13,2,0,70.8,298.5,59.4,68.3,1.798,38.7,3.443,2011
36,Scott Gutschewski,46,"$229,758",0,23,67,12,0,0,71.6,298.0,58.1,55.1,1.827,47.4,3.194,2011
37,Derek Lamely,42,"$301,146",0,26,66,7,0,0,71.0,297.9,50.6,60.9,1.798,44.3,3.288,2011
38,Bo Van Pelt,47,"$2,344,546",760,27,90,19,5,0,70.3,297.4,63.6,68.0,1.789,52.3,3.578,2011
39,Bobby Gates,37,"$666,735",0,29,82,11,3,0,71.4,297.4,60.1,58.4,1.806,37.2,3.280,2011
40,Charles Howell III,43,"$2,509,223",891,30,108,25,7,0,69.9,297.3,57.5,66.4,1.790,54.2,3.472,2011
41,John Merrick,41,"$704,789",0,21,71,15,1,0,70.1,297.2,67.3,61.0,1.786,42.0,3.620,2011
42,Michael Putnam,39,"$398,400",0,21,67,13,0,0,71.1,297.2,54.7,60.5,1.796,55.4,3.269,2011
43,Charl Schwartzel,38,"$2,604,558",372,15,56,15,3,1,70.5,297.0,61.7,66.0,1.780,47.9,3.625,2011
44,Chris Couch,49,"$922,496",0,21,73,16,3,0,70.2,296.8,65.0,65.0,1.749,47.0,3.808,2011
45,Jim Renner,39,"$392,945",0,22,65,11,2,0,71.1,296.8,59.1,57.0,1.798,44.3,3.446,2011
46,John Rollins,47,"$1,370,566",0,27,85,15,4,0,70.4,296.7,66.8,67.5,1.787,44.6,3.612,2011
47,Tommy Gainey,47,"$2,174,191",0,34,104,17,7,0,70.8,296.7,59.0,64.4,1.774,47.2,3.779,2011
48,Bill Haas,40,"$4,088,637",3033,26,92,22,7,1,70.1,296.6,63.6,69.4,1.775,43.9,3.707,2011
49,Boo Weekley,49,"$279,531",0,23,67,11,0,0,69.7,296.6,66.7,67.3,1.836,44.0,3.701,2011
50,David Duval,51,"$400,654",0,24,67,9,1,0,71.9,296.3,51.9,64.1,1.783,37.3,3.343,2011
51,Webb Simpson,37,"$6,347,354",3295,26,98,23,12,2,69.2,296.2,61.9,69.8,1.731,52.0,4.235,2011
52,Aaron Baddeley,42,"$3,094,693",1252,22,77,17,5,1,70.2,296.2,55.7,63.8,1.741,54.4,4.078,2011
53,Bio Kim,32,"$345,588",0,25,71,10,0,0,71.7,296.1,52.9,54.5,1.774,50.0,3.479,2011
54,Marc Leishman,39,"$916,330",0,27,87,17,2,0,71.1,296.0,54.4,64.4,1.785,51.6,3.471,2011
55,Kevin Chappell,36,"$1,339,640",0,26,78,13,3,0,71.1,295.8,59.0,59.9,1.785,54.0,3.346,2011
56,Chris Kirk,37,"$1,877,627",0,28,88,15,4,1,70.3,295.7,56.5,65.9,1.751,53.4,3.750,2011
57,Joseph Bramlett,35,"$178,728",0,25,73,12,0,0,71.5,295.6,59.5,58.1,1.826,42.7,3.329,2011
58,Jeff Overton,39,"$1,290,962",0,26,91,21,4,0,71.0,295.3,60.5,64.5,1.768,44.2,3.495,2011
59,Steve Marino,43,"$1,975,077",0,23,76,15,3,0,70.7,295.2,61.0,65.8,1.768,41.1,3.737,2011
60,George McNeill,47,"$1,458,110",0,21,69,15,4,0,70.6,295.0,60.0,56.8,1.756,45.4,3.609,2011
61,Padraig Harrington,51,"$802,839",0,18,59,14,3,0,70.9,294.7,53.0,64.1,1.784,50.6,3.356,2011
62,Andres Romero,41,"$1,313,133",0,22,77,17,4,0,70.7,294.7,57.8,61.8,1.727,47.1,3.948,2011
63,Sean O'Hair,40,"$1,483,948",0,24,70,13,1,1,71.3,294.6,55.8,63.2,1.814,48.0,3.186,2011
64,Lucas Glover,43,"$1,823,327",0,23,75,15,1,1,69.8,294.6,61.0,65.9,1.754,47.1,3.600,2011
65,Camilo Villegas,41,"$1,231,918",0,25,69,13,4,0,70.4,294.4,58.0,61.6,1.771,45.7,3.348,2011
66,Cameron Tringale,35,"$1,327,807",0,32,110,23,4,0,70.6,294.3,61.0,64.8,1.790,43.3,3.464,2011
67,Vijay Singh,60,"$2,371,050",708,25,79,16,5,0,70.7,294.3,59.7,66.5,1.796,54.6,3.734,2011
68,Anthony Kim,37,"$1,085,846",0,26,72,13,2,0,71.3,294.2,47.0,61.6,1.762,54.4,3.500,2011
69,Sung Kang,35,"$702,382",0,21,63,11,2,0,70.9,294.2,61.8,60.7,1.763,47.5,3.302,2011
70,Matt Jones,42,"$602,393",0,25,71,10,1,0,71.3,293.9,55.5,62.4,1.762,49.6,3.493,2011
71,Chez Reavie,41,"$2,285,067",1445,27,92,18,5,0,70.6,293.5,67.3,68.6,1.769,43.7,3.793,2011
72,John Senden,52,"$2,294,811",0,26,94,20,3,0,70.3,293.3,66.8,70.9,1.796,41.1,3.745,2011
73,Ricky Barnes,42,"$951,587",0,23,78,16,2,0,70.9,293.3,58.5,66.5,1.803,44.4,3.359,2011
74,Kevin Stadler,43,"$768,172",0,27,88,17,1,0,71.0,293.2,63.3,61.9,1.786,36.2,3.670,2011
75,Andres Gonzales,39,"$186,847",0,21,60,9,0,0,71.4,293.1,61.5,55.8,1.789,37.3,3.333,2011
76,Roland Thatcher,45,"$666,371",0,22,67,10,2,0,71.4,293.1,61.2,64.3,1.782,51.8,3.269,2011
77,Brendan Steele,40,"$1,976,310",0,27,89,16,3,1,71.0,292.8,64.8,64.0,1.781,52.1,3.528,2011
78,Rory Sabbatini,47,"$2,420,655",308,24,85,18,3,1,70.7,292.5,56.7,62.7,1.788,53.0,3.765,2011
79,Martin Piller,37,"$140,958",0,23,63,7,0,0,72.4,292.2,54.0,57.1,1.792,44.4,3.079,2011
80,Blake Adams,47,"$1,100,558",0,34,116,23,4,0,70.4,292.1,65.8,63.2,1.762,45.9,3.733,2011
81,Stewart Cink,49,"$909,162",0,22,70,14,1,0,71.0,291.8,56.6,60.6,1.784,52.6,3.643,2011
82,Tim Herron,53,"$909,135",0,28,85,14,3,0,70.7,291.8,57.3,62.5,1.773,46.6,3.553,2011
83,Carl Pettersson,45,"$1,540,723",0,27,95,21,5,0,70.3,291.8,62.3,64.4,1.744,50.4,3.758,2011
84,Rod Pampling,53,"$668,768",0,21,72,14,2,0,70.5,291.6,66.7,58.6,1.780,57.6,3.444,2011
85,Jonathan Byrd,45,"$2,938,921",805,26,82,17,5,1,70.6,291.6,60.3,65.7,1.768,50.4,3.549,2011
86,Joe Ogilvie,49,"$726,866",0,24,75,13,1,0,70.8,291.6,56.6,55.9,1.751,52.9,3.573,2011
87,Scott McCarron,57,"$436,270",0,22,65,10,1,0,71.1,291.6,64.6,57.0,1.778,43.0,3.277,2011
88,Hunter Mahan,40,"$3,503,540",1972,25,89,22,9,0,70.0,291.6,62.9,68.8,1.751,51.4,4.056,2011
89,Bill Lunde,47,"$639,548",0,28,93,20,0,0,69.9,291.5,61.1,66.4,1.787,51.7,3.645,2011
90,Pat Perez,47,"$1,295,253",0,24,76,15,4,0,70.8,291.4,63.6,65.4,1.755,51.9,3.776,2011
91,Chris Stroud,41,"$1,096,499",0,28,88,16,2,0,70.6,291.2,60.0,64.0,1.787,49.2,3.511,2011
92,Chad Campbell,48,"$1,104,024",0,29,99,21,1,0,70.4,291.1,63.3,69.7,1.812,41.5,3.495,2011
93,J.J. Henry,48,"$873,377",0,28,96,20,1,0,70.7,291.1,66.4,66.1,1.800,40.8,3.292,2011
94,Billy Horschel,36,"$533,024",0,25,75,11,2,0,71.2,291.0,66.2,61.7,1.791,50.0,3.520,2011
95,Michael Thompson,37,"$935,265",0,25,79,15,2,0,70.7,291.0,60.1,60.3,1.774,49.5,3.519,2011
96,David Hearn,43,"$869,072",0,26,88,19,3,0,70.4,290.9,63.4,62.6,1.794,53.7,3.375,2011
97,Alexandre Rocha,45,"$225,026",0,22,65,11,0,0,71.4,290.9,62.2,59.8,1.849,32.9,3.077,2011
98,Michael Bradley,56,"$935,934",0,24,74,12,1,1,70.8,290.7,57.0,64.0,1.773,32.7,3.432,2011
99,Justin Rose,42,"$3,401,420",0,23,77,18,5,1,70.5,290.6,63.3,69.5,1.784,58.2,3.688,2011
100,D.J. Brigman,46,"$191,491",0,23,67,10,0,0,71.7,290.2,55.3,53.6,1.794,56.4,3.209,2011
101,Y.E. Yang,51,"$2,314,865",737,18,59,14,5,0,70.8,290.2,62.2,62.5,1.779,52.4,3.492,2011
102,Robert Allenby,51,"$1,452,567",0,25,83,19,3,0,70.7,290.2,62.9,67.5,1.803,51.7,3.494,2011
103,Lee Janzen,58,"$216,993",0,19,62,11,0,0,71.2,290.1,63.0,57.0,1.747,49.4,3.645,2011
104,Tom Gillis,54,"$814,147",0,19,55,9,2,0,71.5,290.1,64.1,66.4,1.830,57.1,3.200,2011
105,Ryan Moore,40,"$1,942,906",0,22,75,18,4,0,70.6,290.1,63.1,62.9,1.756,46.4,3.613,2011
106,Geoff Ogilvy,45,"$1,916,994",0,21,66,14,4,0,70.5,290.0,62.9,62.6,1.749,52.3,3.833,2011
107,Retief Goosen,54,"$796,360",0,16,49,12,1,0,70.8,289.9,61.4,64.4,1.776,58.7,3.694,2011
108,William McGirt,43,"$532,933",0,32,103,19,0,0,70.6,289.9,60.8,66.0,1.794,52.0,3.330,2011
109,Graeme McDowell,43,"$1,088,898",0,16,47,10,3,0,71.2,289.5,66.3,66.1,1.776,51.3,3.617,2011
110,Ben Martin,35,"$340,080",0,25,74,12,1,0,71.2,289.5,63.4,61.3,1.773,38.7,3.608,2011
111,Kevin Streelman,44,"$1,300,006",0,26,90,19,4,0,70.7,289.2,63.7,65.6,1.788,48.1,3.478,2011
112,Briny Baird,50,"$942,286",0,19,60,11,3,0,70.4,289.1,68.7,62.2,1.799,45.1,3.483,2011
113,Steve Stricker,56,"$3,992,785",1280,19,69,18,5,2,69.3,288.8,62.5,66.0,1.710,52.1,4.275,2011
114,Hunter Haas,46,"$1,039,987",0,30,96,17,4,0,70.6,288.5,63.8,63.5,1.768,56.2,3.688,2011
115,Trevor Immelman,43,"$1,165,604",0,25,84,18,2,0,70.6,288.5,61.7,68.1,1.791,53.0,3.202,2011
116,Fabián Gómez,44,"$381,730",0,26,84,16,1,0,71.4,288.4,63.1,59.0,1.779,43.7,3.536,2011
117,Matt Bettencourt,47,"$692,545",0,30,85,14,2,0,70.7,288.3,56.5,62.1,1.772,46.2,3.400,2011
118,Ernie Els,53,"$948,873",0,21,69,16,1,0,71.2,288.1,60.1,69.9,1.815,39.5,3.290,2011
119,Brendon de Jonge,42,"$1,241,326",0,30,105,22,3,0,70.2,287.8,64.0,63.9,1.748,48.7,3.781,2011
120,Woody Austin,59,"$354,042",0,18,59,11,1,0,70.6,287.6,66.2,60.1,1.770,58.1,3.559,2011
121,Stuart Appleby,51,"$657,150",0,24,66,10,1,0,71.7,287.5,58.2,60.7,1.795,53.2,3.182,2011
122,D.A. Points,46,"$2,034,156",0,26,89,18,3,1,70.8,287.4,66.5,64.9,1.772,50.0,3.629,2011
123,Freddie Jacobson,48,"$2,488,325",680,25,92,21,3,1,70.2,287.4,60.8,58.0,1.739,52.7,3.761,2011
124,Brandt Snedeker,42,"$3,587,206",2092,26,85,16,7,1,69.9,287.2,64.0,64.9,1.727,49.7,3.776,2011
125,Jason Dufner,46,"$3,057,860",987,23,78,15,6,0,70.4,286.8,65.8,67.0,1.783,54.1,3.679,2011
126,Troy Merritt,37,"$151,475",0,23,63,8,0,0,71.9,286.8,62.0,62.1,1.828,44.3,2.937,2011
127,Spencer Levin,38,"$2,320,038",0,31,113,25,6,0,70.0,286.3,63.5,65.6,1.781,45.5,3.584,2011
128,Matt Kuchar,44,"$4,233,920",2478,24,88,22,9,0,69.6,286.2,64.7,67.0,1.735,58.9,3.943,2011
129,Shaun Micheel,54,"$206,450",0,27,77,12,0,0,71.7,286.1,55.7,59.7,1.816,56.3,2.922,2011
130,Rich Beem,52,"$135,225",0,21,53,5,0,0,72.9,286.1,63.9,61.9,1.838,40.3,2.755,2011
131,Jarrod Lyle,41,"$317,459",0,29,83,12,1,0,71.6,286.1,58.9,59.0,1.818,49.7,3.157,2011
132,Justin Hicks,48,"$284,990",0,23,60,7,0,0,72.4,286.0,69.9,56.9,1.862,32.5,2.967,2011
133,Charlie Wi,51,"$1,188,494",0,25,83,17,1,0,70.8,285.8,61.3,63.7,1.754,53.0,3.663,2011
134,K.J. Choi,52,"$4,434,691",1529,22,75,18,8,1,70.5,285.6,62.0,65.9,1.787,55.6,3.453,2011
135,Matt McQuillan,--,"$582,933",0,21,59,7,3,0,71.3,285.4,64.5,58.4,1.761,45.5,3.373,2011
136,Steve Elkington,60,"$176,225",0,17,50,7,1,0,71.2,285.4,69.6,66.4,1.804,48.2,3.160,2011
137,Kent Jones,56,"$360,624",0,25,76,14,0,0,71.0,285.0,66.1,61.8,1.796,39.5,3.224,2011
138,Nathan Green,47,"$312,109",0,26,81,14,0,0,71.2,285.0,59.4,59.3,1.788,49.3,3.284,2011
139,Ben Crane,47,"$1,679,595",0,23,73,16,4,1,70.4,284.9,67.1,66.4,1.784,47.3,3.479,2011
140,Daniel Summerhays,39,"$301,899",0,29,75,8,0,0,72.3,284.9,62.8,61.6,1.824,46.7,2.760,2011
141,Kris Blanks,50,"$1,350,010",0,29,92,17,3,0,70.7,284.9,63.1,67.4,1.798,44.1,3.424,2011
142,Jason Bohn,49,"$411,943",0,22,74,15,0,0,70.7,284.9,67.5,63.7,1.775,50.0,3.595,2011
143,Arjun Atwal,50,"$690,237",0,29,91,17,1,0,71.4,284.8,56.3,63.2,1.767,53.7,3.538,2011
144,Mark Wilson,48,"$3,158,477",805,26,87,19,4,2,70.6,284.8,67.6,66.0,1.782,55.2,3.368,2011
145,Cameron Beckman,53,"$455,085",0,25,72,11,0,0,70.1,284.3,61.0,59.6,1.774,48.5,3.500,2011
146,Kevin Kisner,39,"$270,170",0,24,70,10,0,0,71.6,284.3,61.0,55.4,1.771,42.7,3.171,2011
147,Vaughn Taylor,47,"$423,907",0,27,89,17,0,0,70.8,284.1,64.2,66.0,1.756,40.8,3.483,2011
148,Luke Donald,45,"$6,683,215",3316,19,67,17,14,2,69.3,284.1,64.3,67.3,1.700,59.1,4.239,2011
149,Paul Stankowski,53,"$290,211",0,24,78,14,0,0,71.0,283.9,59.0,60.2,1.781,61.2,3.526,2011
150,Stephen Ames,58,"$547,589",0,22,69,12,2,0,70.9,283.8,67.4,61.5,1.787,48.0,3.420,2011
151,Joe Durant,59,"$358,790",0,25,71,10,0,0,71.3,283.6,75.7,69.2,1.847,46.9,3.056,2011
152,Ryuji Imada,46,"$990,319",0,29,83,14,2,0,71.0,283.4,60.4,64.3,1.777,49.3,3.434,2011
153,Billy Mayfair,56,"$780,578",0,29,94,17,2,0,70.4,283.3,70.4,65.8,1.791,50.4,3.585,2011
154,Brian Davis,48,"$1,308,009",0,30,105,22,2,0,70.4,283.3,70.3,67.4,1.757,51.6,3.733,2011
155,Ian Poulter,47,"$739,926",0,16,51,12,1,0,70.9,282.8,64.8,65.6,1.761,55.2,3.510,2011
156,Marc Turnesa,45,"$299,405",0,20,54,8,1,0,71.7,282.8,62.9,63.2,1.808,47.8,3.093,2011
157,J.P. Hayes,57,"$186,769",0,19,56,8,0,0,71.9,282.7,64.4,59.3,1.803,48.9,3.107,2011
158,Aron Price,40,"$333,290",0,18,58,11,0,0,70.6,282.6,70.3,60.2,1.775,44.4,3.690,2011
159,Steve Flesch,55,"$594,622",0,27,88,17,1,0,71.2,282.5,61.4,57.1,1.747,52.0,3.534,2011
160,Johnson Wagner,43,"$1,224,556",0,25,81,15,1,1,70.8,282.2,67.3,63.9,1.792,44.2,3.309,2011
161,Bryce Molder,44,"$1,957,945",0,27,83,15,6,1,69.3,282.0,66.5,63.4,1.730,57.5,3.711,2011
162,David Mathis,49,"$715,404",0,25,83,16,1,0,70.8,282.0,66.8,59.6,1.767,50.4,3.434,2011
163,Heath Slocum,49,"$767,216",0,29,88,17,0,0,70.6,281.9,74.9,71.4,1.798,45.4,3.398,2011
164,Jim Furyk,52,"$1,529,690",0,26,86,19,4,0,70.6,281.4,68.0,67.6,1.781,53.4,3.314,2011
165,Nate Smith,39,"$154,814",0,24,66,8,0,0,71.5,281.2,61.0,56.0,1.773,53.1,3.152,2011
166,Tim Petrovic,56,"$428,011",0,29,88,15,0,0,71.1,280.5,64.7,59.3,1.777,47.4,3.386,2011
167,Alex Cejka,52,"$344,902",0,21,59,11,0,0,71.3,280.3,66.4,66.1,1.786,51.3,3.441,2011
168,Justin Leonard,50,"$952,962",0,26,82,14,1,0,71.1,280.1,65.3,64.9,1.806,53.0,2.963,2011
169,Shane Bertsch,53,"$488,584",0,20,62,11,2,0,70.5,280.1,67.0,58.2,1.750,48.9,3.532,2011
170,Kevin Na,39,"$2,336,965",0,26,84,15,6,1,70.4,279.8,57.7,61.0,1.724,55.3,3.833,2011
171,Garrett Willis,49,"$526,390",0,24,71,11,1,0,71.3,279.7,67.8,62.6,1.778,41.4,3.479,2011
172,Greg Chalmers,49,"$832,191",0,28,89,17,2,0,69.8,279.6,62.4,59.8,1.732,61.7,3.225,2011
173,Michael Connell,--,"$309,362",0,26,76,12,0,0,71.3,279.5,65.8,63.8,1.809,42.5,3.092,2011
174,Chris Riley,49,"$397,204",0,25,76,13,1,0,71.0,279.3,70.2,61.4,1.813,58.2,3.184,2011
175,David Toms,56,"$3,858,090",940,23,79,16,7,1,68.7,279.1,71.8,66.6,1.749,55.9,3.886,2011
176,Colt Knost,37,"$296,817",0,27,80,12,0,0,71.7,279.0,66.0,57.4,1.792,39.5,3.038,2011
177,Zach Johnson,47,"$1,880,406",0,23,78,19,4,0,70.1,278.2,71.1,66.4,1.758,54.6,3.526,2011
178,Chris DiMarco,54,"$761,932",0,31,94,16,0,0,70.9,277.9,66.7,61.6,1.779,50.4,3.362,2011
179,Dean Wilson,53,"$401,314",0,22,64,10,0,0,70.0,276.8,65.3,61.6,1.777,51.8,3.141,2011
180,Ben Curtis,45,"$423,466",0,23,66,10,0,0,70.9,276.7,71.9,65.8,1.803,53.6,3.197,2011
181,Richard Johnson,46,"$212,106",0,23,64,10,0,0,71.8,276.6,63.5,57.5,1.816,38.7,2.844,2011
182,Nick O'Hern,51,"$940,224",0,29,89,15,4,0,70.7,276.3,71.7,63.7,1.774,49.6,3.449,2011
183,Jerry Kelly,56,"$1,451,797",0,26,85,17,4,0,70.2,275.6,73.3,62.4,1.777,56.0,3.341,2011
184,Rocco Mediate,60,"$136,299",0,23,54,7,0,0,71.3,275.5,68.9,62.2,1.813,37.8,3.000,2011
185,Paul Goydos,58,"$1,385,328",0,25,81,16,4,0,71.6,274.8,69.0,64.5,1.793,38.8,3.321,2011
186,Brian Gay,51,"$1,157,525",0,26,90,18,3,0,70.3,269.8,72.8,60.6,1.755,63.4,3.644,2011
1,Robert Garrigus,45,"$1,583,275",0,22,71,14,3,1,70.8,315.5,55.7,61.9,1.786,37.3,3.817,2010
2,Bubba Watson,44,"$3,198,998",600,22,77,16,4,1,70.2,309.8,55.7,68.5,1.763,47.0,3.935,2010
3,Dustin Johnson,38,"$4,473,122",2493,23,82,20,7,2,70.5,308.5,56.4,68.0,1.767,44.8,3.939,2010
4,Brett Wetterich,49,"$510,672",0,16,54,11,1,0,70.4,307.3,57.8,68.1,1.801,46.3,3.630,2010
5,J.B. Holmes,40,"$2,386,248",0,26,100,24,3,0,70.2,307.2,54.5,65.5,1.770,52.8,3.810,2010
6,Graham DeLaet,41,"$954,012",0,28,88,15,3,0,70.1,305.7,64.7,66.4,1.815,45.7,3.864,2010
7,John Daly,56,"$158,587",0,20,63,12,0,0,71.2,305.7,52.2,57.3,1.788,50.5,3.683,2010
8,Angel Cabrera,53,"$1,266,440",0,19,63,15,2,0,71.2,304.5,54.5,65.8,1.799,45.0,3.508,2010
9,Charles Warren,47,"$574,616",0,21,64,11,3,0,70.5,302.5,65.9,65.0,1.805,46.5,3.766,2010
10,D.J. Trahan,42,"$1,619,693",0,27,92,19,7,0,70.4,301.1,61.4,71.3,1.790,48.3,3.804,2010
11,Martin Flores,41,"$318,673",0,26,75,11,1,0,71.4,300.7,50.2,61.3,1.786,51.8,3.613,2010
12,Rory McIlroy,33,"$2,554,280",0,16,52,12,5,1,70.9,300.0,62.6,66.2,1.795,52.5,3.442,2010
13,Phil Mickelson,52,"$3,821,733",842,20,76,18,6,1,70.3,299.1,52.7,65.1,1.762,53.6,3.895,2010
14,Aaron Baddeley,42,"$879,318",0,26,94,21,2,0,70.6,298.9,56.7,64.6,1.735,54.8,3.755,2010
15,Charley Hoffman,46,"$2,559,646",2500,24,85,18,5,1,69.9,298.2,61.6,65.0,1.752,50.0,3.953,2010
16,Jason Day,35,"$2,904,327",1660,24,83,18,5,1,69.6,298.2,57.8,67.7,1.777,54.8,3.627,2010
17,Davis Love III,58,"$1,214,472",0,24,79,15,3,0,70.8,297.7,64.2,70.3,1.815,36.9,3.506,2010
18,Jeff Overton,39,"$3,456,356",480,26,89,18,6,0,70.3,297.3,55.4,63.9,1.753,51.1,3.764,2010
19,Scott Piercy,44,"$676,432",0,28,88,15,2,0,70.6,296.8,56.0,67.7,1.760,45.0,3.818,2010
20,Martin Laird,40,"$2,137,928",1005,26,91,18,4,0,70.8,296.5,60.3,67.8,1.794,51.6,3.495,2010
21,Nick Watney,41,"$2,536,714",880,24,88,22,8,0,70.4,296.5,62.6,69.6,1.764,43.3,4.011,2010
22,Troy Matteson,43,"$736,060",0,28,84,14,2,0,70.8,296.3,60.4,71.4,1.828,36.3,3.298,2010
23,Jarrod Lyle,41,"$422,760",0,18,54,9,2,0,70.7,296.2,63.4,55.7,1.810,49.3,3.463,2010
24,Andres Romero,41,"$979,170",0,21,73,16,2,0,70.8,296.0,55.1,65.1,1.781,47.5,3.507,2010
25,Daniel Chopra,49,"$311,405",0,28,74,8,0,0,71.9,295.9,51.3,61.6,1.776,46.1,3.311,2010
26,Ryan Palmer,46,"$2,985,297",595,27,84,15,5,1,70.6,295.8,57.2,65.5,1.744,52.4,3.917,2010
27,Lucas Glover,43,"$1,511,275",0,23,74,16,3,0,71.0,295.7,62.8,67.4,1.783,54.6,3.716,2010
28,Alex Prugh,38,"$1,272,606",0,28,88,16,4,0,70.5,295.7,58.4,67.0,1.768,52.0,3.705,2010
29,Garth Mulroy,44,"$287,118",0,19,53,6,1,0,71.5,295.6,60.7,64.8,1.819,40.8,3.340,2010
30,John Rollins,47,"$1,182,736",0,26,81,15,2,0,70.4,295.5,64.6,68.2,1.794,45.0,3.753,2010
31,Marc Leishman,39,"$1,488,837",0,26,87,17,2,0,70.8,295.0,58.4,66.7,1.792,49.3,3.598,2010
32,Cameron Tringale,35,"$302,618",0,22,55,5,0,0,71.1,294.5,58.7,62.5,1.834,39.7,3.273,2010
33,Adam Scott,42,"$2,489,402",640,20,68,16,4,1,70.8,294.4,62.9,69.6,1.799,53.0,3.632,2010
34,Charles Howell III,43,"$1,482,211",0,28,103,23,6,0,70.0,294.3,54.6,65.9,1.764,50.0,3.534,2010
35,Paul Casey,45,"$3,613,194",2250,17,58,14,7,0,69.9,294.2,61.3,68.7,1.753,47.9,3.879,2010
36,Derek Lamely,42,"$972,961",0,28,82,13,1,1,70.5,294.0,54.8,57.3,1.794,47.9,3.268,2010
37,Cameron Percy,48,"$620,262",0,25,73,11,1,0,71.0,294.0,58.9,65.6,1.818,36.4,3.616,2010
38,Matt Bettencourt,47,"$855,901",0,32,92,14,1,1,70.6,294.0,57.2,54.9,1.750,52.3,3.337,2010
39,James Driscoll,45,"$500,625",0,26,78,13,1,0,70.6,293.9,57.0,66.8,1.787,53.1,3.474,2010
40,Mathias Gronberg,53,"$322,130",0,22,61,8,1,0,71.4,293.7,64.3,60.2,1.831,55.2,3.475,2010
41,George McNeill,47,"$664,854",0,28,80,12,1,0,70.1,293.4,54.3,66.0,1.763,50.4,3.688,2010
42,Bill Haas,40,"$2,905,137",0,25,87,18,4,2,70.2,293.3,64.2,69.9,1.774,44.5,3.713,2010
43,Matt Jones,42,"$1,215,743",0,27,89,17,5,0,70.4,293.3,57.1,65.3,1.753,58.7,3.708,2010
44,Josh Teater,44,"$1,005,323",0,31,101,19,2,0,70.9,293.1,63.7,67.4,1.791,49.2,3.436,2010
45,Jimmy Walker,45,"$937,987",0,27,82,13,2,0,70.8,292.9,51.3,62.7,1.770,43.1,3.634,2010
46,J.J. Henry,48,"$1,035,688",0,27,92,19,2,0,70.5,292.8,65.1,62.7,1.791,38.2,3.304,2010
47,Sergio Garcia,43,"$936,845",0,15,52,13,1,0,71.5,292.7,63.7,66.1,1.809,36.5,3.538,2010
48,Rickie Fowler,34,"$2,857,108",0,28,98,20,7,0,70.3,292.7,64.2,69.9,1.779,42.7,3.602,2010
49,Stewart Cink,49,"$1,573,636",0,23,80,19,3,0,70.6,292.4,64.0,68.6,1.777,45.0,3.650,2010
50,Chris Couch,49,"$888,146",0,23,66,11,2,0,70.4,292.4,65.9,66.5,1.742,47.8,4.015,2010
51,Vijay Singh,60,"$1,334,262",0,24,75,17,2,0,69.7,292.3,63.3,68.6,1.790,51.9,3.533,2010
52,Padraig Harrington,51,"$1,381,453",0,18,56,12,5,0,70.8,292.1,56.7,61.9,1.750,53.7,3.357,2010
53,Roger Tambellini,48,"$370,736",0,26,77,12,1,0,71.5,292.0,62.6,62.5,1.842,43.5,3.143,2010
54,Bo Van Pelt,47,"$3,336,258",445,28,104,24,8,0,70.1,292.0,65.2,69.2,1.776,54.7,3.856,2010
