"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
131,607259,"Martinez, Nick",1063,12.3,0.308,0.269,0.545,0.577,0.426,0.324,0.194,8,26,83.6,10.7,2375,93.2,92.48,20,58,73,-0.7000000000000028,5.95,117,149,118,151,288,322,296
131,669796,"Hernandez, Jose",406,32.3,0.345,0.207,0.375,0.552,0.425,0.401,0.314,10,29,91.2,17.7,2035,94.8,94.31,11,61,70,-0.5,6.03,112,150,113,149,299,318,293
131,605130,"Barlow, Scott",582,22.5,0.476,0.286,0.563,0.762,0.57,0.534,0.4,10,21,91.3,16.6,2351,92.7,94.3,9,49,82,1.5999999999999943,7.11,109,148,117,147,299,328,296
131,686973,"Varland, Louie",918,14.3,0.237,0.316,0.192,0.553,0.347,0.405,0.291,9,38,87.7,12.4,2457,83.7,84.51,17,71,60,0.7999999999999972,6.89,111,150,121,147,300,328,290
131,682227,"Williamson, Brandon",799,16.4,0.194,0.111,0.25,0.306,0.233,0.296,0.21,7,36,84.3,16.4,2520,81.4,80.76,21,76,55,-0.6000000000000085,5.87,110,148,123,147,295,325,297
131,641585,"France, J.P.",1114,11.8,0.175,0.325,0.111,0.5,0.298,0.312,0.23,7,40,85.8,22.5,2618,80.2,80.13,20,61,70,-0.10000000000000853,6.38,107,151,115,147,296,321,289
130,542947,"Bleier, Richard",304,42.8,0.308,0.205,0.303,0.513,0.375,0.399,0.315,12,39,90.3,-4.8,1997,87.8,88.36,8,72,58,0.6000000000000085,6.81,106,149,117,150,287,324,290
130,674370,"Bido, Osvaldo",505,25.7,0.19,0.048,0.211,0.238,0.252,0.311,0.249,4,21,88,14.7,2193,94,94.31,6,43,87,0.29999999999999716,6.43,106,150,115,147,301,321,294
130,624133,"Suárez, Ranger",1116,11.6,0.364,0.364,0.385,0.727,0.47,0.411,0.327,12,33,88.4,18.5,2044,88.2,88.33,9,58,72,0.09999999999999432,6.24,115,149,118,148,299,324,293
130,571578,"Corbin, Patrick",1755,7.4,0.333,0.458,0.357,0.792,0.5,0.418,0.318,8,24,83,18.1,1574,81,81.91,20,54,76,0.9000000000000057,6.83,110,150,117,144,310,330,306
130,458681,"Lynn, Lance",1921,6.8,0.2,0.133,0.385,0.333,0.256,0.286,0.228,6,30,89.5,14.6,2476,80.7,80.8,20,56,74,0.09999999999999432,6.54,112,151,120,148,296,321,296
130,665665,"Sanmartin, Reiver",310,41.9,0.346,0,0.45,0.346,0.347,0.286,0.252,9,26,83.8,-7.4,2051,84.5,84.58,22,67,63,0.09999999999999432,6.48,110,145,120,144,295,319,288
130,660761,"Suarez, José",466,27.9,0.333,0.303,0.409,0.636,0.412,0.296,0.253,11,33,87.7,19,1581,82.3,82.08,29,71,59,-0.20000000000000284,6.18,107,151,118,147,305,326,295
129,689266,"Dodd, Dylan",404,31.9,0.407,0.444,0.381,0.852,0.55,0.448,0.314,11,27,90.9,17.1,1961,82.5,83.06,21,60,69,0.5999999999999943,6.57,110,151,122,149,313,328,299
129,656981,"Solomon, Peter",236,54.7,0.241,0.345,0.227,0.586,0.425,0.438,0.291,7,29,96.2,21.4,2236,93.2,93.52,9,48,81,0.29999999999999716,6.41,110,149,120,148,306,320,299
129,642545,"Barria, Jaime",889,14.5,0.25,0.031,0.4,0.281,0.247,0.289,0.271,8,32,83.5,19.7,1554,84.7,84.54,21,55,74,-0.20000000000000284,6.26,115,146,118,149,295,327,306
129,621295,"Wittgren, Nick",333,38.7,0.333,0.242,0.4,0.576,0.432,0.346,0.255,11,33,88.2,11.4,2151,92,93.43,8,58,71,1.4000000000000057,7.09,113,146,124,147,297,322,294
129,643361,"Herget, Kevin",379,34,0.286,0.371,0.28,0.657,0.408,0.376,0.256,10,35,86.8,19.6,2027,83.2,82.32,19,73,56,-0.9000000000000057,5.78,112,148,125,149,294,322,293
129,523260,"Kelly, Joe",499,25.9,0.3,0.1,0.4,0.4,0.382,0.371,0.289,6,20,81.7,-10.4,2236,98.9,99.07,12,55,74,0.19999999999998863,6.3,111,148,114,146,297,317,294
129,668868,"Thompson, Zack",213,60.6,0.345,0.138,0.474,0.483,0.403,0.391,0.307,10,29,93.7,6.6,1871,94.7,95.99,16,55,74,1.2999999999999972,6.88,112,148,111,149,301,317,304
128,676272,"Miller, Bobby",814,15.7,0.091,0,0.133,0.091,0.132,0.184,0.143,2,22,86.2,5.1,2250,88.9,89.68,22,52,76,0.7999999999999972,6.79,116,148,121,152,292,318,299
128,605288,"Houser, Adrian",997,12.8,0.261,0.217,0.238,0.478,0.357,0.377,0.309,6,23,84.7,15.4,2233,83.2,84.21,13,60,68,1,6.88,112,150,116,148,297,323,294
128,623465,"Phillips, Evan",562,22.8,0.286,0.2,0.258,0.486,0.329,0.373,0.335,10,35,86.5,13.7,2438,93.1,93.6,12,77,51,0.5,6.41,116,146,118,152,287,318,302
128,679525,"Marsh, Alec",278,46,0.185,0.185,0.267,0.37,0.231,0.244,0.217,5,27,89.4,16.6,2499,94.6,95.03,15,65,63,0.4000000000000057,6.4,115,146,122,148,294,321,300
128,506433,"Darvish, Yu",1509,8.5,0.174,0.022,0.381,0.196,0.184,0.179,0.161,8,46,90.9,1,1419,89.3,89.8,29,67,61,0.5,6.54,118,148,121,152,285,322,295
127,671737,"Bradley, Taj",1083,11.7,0.28,0.2,0.412,0.48,0.319,0.236,0.232,7,25,91.8,13.4,1440,89.1,89.61,24,58,69,0.5,6.51,111,145,111,150,292,325,305
127,657044,"Thompson, Ryan",292,43.5,0.136,0.273,0.071,0.409,0.328,0.359,0.176,3,22,87.2,33.1,2155,78.1,77.79,15,44,83,-0.29999999999999716,6.39,105,149,116,146,296,322,296
127,493603,"Ottavino, Adam",638,19.9,0.294,0.529,0.25,0.824,0.487,0.392,0.24,5,17,88.3,12.4,2680,88,89.25,21,55,72,1.2999999999999972,6.93,118,147,114,150,293,322,298
127,476595,"Luetge, Lucas",252,50.4,0.565,0.174,0.667,0.739,0.568,0.463,0.435,13,23,88.9,3.9,2545,86.6,86.1,9,63,64,-0.5,6.6,110,149,117,146,317,328,297
126,669203,"Burnes, Corbin",1795,7,0.19,0.167,0.25,0.357,0.231,0.238,0.212,8,42,88.5,4.7,2804,88,88.84,26,70,56,0.7999999999999972,6.59,108,152,118,147,298,321,292
126,615698,"Quantrill, Cal",1166,10.8,0.385,0.346,0.35,0.731,0.487,0.436,0.364,10,26,84.8,8.5,1537,86.1,86.34,10,57,69,0.20000000000000284,6.49,114,146,115,149,297,315,293
126,681867,"Criswell, Cooper",418,30.1,0.2,0.167,0.333,0.367,0.306,0.255,0.156,6,30,85.4,10.9,2488,76.3,76.61,13,57,69,0.29999999999999716,6.75,108,150,122,147,296,327,298
126,570632,"Ureña, José",363,34.7,0.414,0.759,0.261,1.172,0.654,0.57,0.393,12,29,96.9,6.2,2205,95.5,96.36,5,61,65,0.9000000000000057,6.39,111,150,119,148,303,349,303
126,656232,"Bielak, Brandon",989,12.7,0.385,0.538,0.4,0.923,0.564,0.503,0.314,10,26,94.2,9.3,2400,82,79.96,16,44,82,-2,5.48,110,151,113,147,294,319,288
126,593958,"Rodriguez, Eduardo",1227,10.3,0.114,0.091,0.19,0.205,0.171,0.216,0.155,5,44,82.6,5.4,2177,92.4,92.33,7,55,71,-0.10000000000000853,6.34,111,148,120,147,294,326,296
126,607625,"Lugo, Seth",1151,10.9,0.267,0.333,0.273,0.6,0.36,0.332,0.281,4,15,87.4,13.1,2560,85.4,85.02,12,44,82,-0.4000000000000057,5.93,109,152,119,148,303,321,289
126,650633,"King, Michael",832,15.1,0.088,0.059,0.12,0.147,0.148,0.218,0.182,3,34,81.9,13,2151,87.2,87.44,25,69,57,0.20000000000000284,6.46,116,148,116,153,296,330,293
126,657031,"Taylor, Josh",341,37,0.381,0.143,0.471,0.524,0.41,0.31,0.257,8,21,90.7,8.1,2210,92.8,93.9,13,54,72,1.1000000000000085,6.87,110,149,115,147,302,331,294
126,657265,"Strzelecki, Peter",619,20.4,0.25,0.071,0.28,0.321,0.34,0.352,0.228,7,28,89.1,8,2294,91.1,91.57,11,57,69,0.5,6.65,111,150,116,148,296,324,295
126,598286,"Ramirez, Nick",416,30.3,0.222,0.111,0.308,0.333,0.303,0.281,0.193,4,18,81.9,22.5,2475,79.3,78.29,14,45,81,-1,5.78,116,147,117,152,291,325,295
126,675989,"Bolton, Cody",238,52.9,0.36,0.32,0.389,0.68,0.495,0.455,0.303,9,25,93.1,10.3,2341,95,95.18,9,44,82,0.20000000000000284,6.35,107,148,117,149,298,319,295
125,641585,"France, J.P.",1114,11.2,0.056,0,0.143,0.056,0.083,0.125,0.077,1,18,83.4,-10.6,2533,75.8,75.44,26,47,78,-0.3999999999999915,6.48,112,148,114,150,293,323,293
125,554340,"García, Yimi",677,18.5,0.394,0,0.406,0.394,0.359,0.327,0.333,13,33,83.1,-0.7,2306,95.5,94.59,6,66,59,-0.9000000000000057,5.93,102,149,125,143,303,325,279
125,621383,"Banks, Tanner",410,30.5,0.296,0.333,0.364,0.63,0.413,0.28,0.229,8,27,90.8,16.2,2371,86.2,86.09,18,62,63,-0.10000000000000853,6.05,110,150,118,149,297,317,297
125,664126,"Fairbanks, Pete",270,46.3,0.15,0.1,0.185,0.25,0.229,0.265,0.189,6,40,87.1,16.1,2423,98.3,98.81,9,57,68,0.5,6.71,107,147,116,147,299,325,299
125,641627,"Gott, Trevor",533,23.5,0.292,0.167,0.5,0.458,0.335,0.291,0.212,7,24,94.9,31.3,2123,93.2,92.53,21,58,67,-0.7000000000000028,5.99,115,146,117,146,288,318,298
125,542585,"Cisnero, José",557,22.4,0.519,0.074,0.519,0.593,0.51,0.367,0.32,14,27,83.4,13.3,2293,95.5,95.07,6,58,67,-0.4000000000000057,6.06,107,147,114,144,304,325,291
125,656557,"Houck, Tanner",1064,11.7,0.258,0.194,0.353,0.452,0.301,0.237,0.214,8,31,87.9,1.9,1713,87.7,87.21,29,62,63,-0.5,6.64,109,148,114,151,293,326,292
124,656578,"Jackson, Andre",305,40.7,0.296,0.148,0.35,0.444,0.356,0.326,0.241,8,27,90.8,18.2,2302,95,95.69,10,59,65,0.7000000000000028,6.72,115,151,121,151,298,320,297
124,605513,"Turnbull, Spencer",555,22.3,0.29,0.161,0.32,0.452,0.361,0.316,0.249,9,31,89.8,14.3,2501,83.8,84.09,15,51,73,0.29999999999999716,6.39,109,149,114,144,301,326,291
124,543475,"Lyles, Jordan",1615,7.7,0.344,0.25,0.346,0.594,0.398,0.365,0.29,11,32,89,7.6,1636,85.8,86.76,14,59,65,1,6.86,115,147,116,151,292,327,297
124,642232,"Yarbrough, Ryan",524,23.7,0.294,0.029,0.333,0.324,0.295,0.28,0.25,10,34,78.4,11.7,1994,84.2,84.66,10,77,47,0.5,6.38,106,151,115,145,307,331,295
124,657024,"Swanson, Erik",666,18.6,0.438,0.313,0.429,0.75,0.503,0.434,0.345,7,16,90,26.4,2185,86.3,86.8,18,43,81,0.5,6.72,106,150,124,145,297,324,280
124,676710,"Crawford, Kutter",1060,11.7,0.345,0.31,0.308,0.655,0.43,0.45,0.332,10,29,91.8,5.8,2258,80.2,79.75,10,53,71,-0.4000000000000057,6.16,108,148,113,149,288,327,290
124,642397,"Soto, Gregory",603,20.6,0.31,0,0.429,0.31,0.326,0.299,0.229,9,29,90.6,13.1,2315,98.7,99.44,14,58,66,0.7000000000000028,6.76,114,147,117,147,297,324,289
124,665001,"Kelley, Trevor",222,55.9,0.194,0.097,0.185,0.29,0.265,0.367,0.269,6,31,86.7,7.5,2165,89.2,89.34,7,52,72,0.09999999999999432,6.73,102,150,120,147,294,319,295
124,640448,"Finnegan, Kyle",657,18.9,0.185,0.111,0.222,0.296,0.206,0.245,0.209,5,27,89.9,5.5,1039,89.6,90.55,21,59,65,0.9000000000000057,6.72,115,148,115,147,309,330,311
123,669276,"Lee, Dylan",332,37,0.346,0.269,0.368,0.615,0.428,0.558,0.392,9,26,88.7,16.2,2248,91.6,91.8,9,69,54,0.20000000000000284,6.44,116,151,120,150,314,327,298
123,671096,"Abbott, Andrew",763,16.1,0.103,0.103,0.1,0.207,0.131,0.156,0.139,3,29,83.4,33.1,2625,83.1,83.9,19,69,54,0.8000000000000114,6.78,114,148,125,150,291,320,294
123,663658,"Ward, Thaddeus",595,20.7,0.227,0.273,0.176,0.5,0.377,0.422,0.293,5,22,87.8,14.8,2497,87.2,88.19,13,47,76,1,6.63,117,148,118,147,306,328,310
123,596112,"Stephenson, Robert",447,27.5,0.345,0.345,0.35,0.69,0.48,0.479,0.316,10,29,96.5,17,2388,96.8,96.45,6,50,73,-0.29999999999999716,6.2,107,148,114,149,298,322,296
123,650911,"Sánchez, Cristopher",450,27.3,0.167,0.3,0.125,0.467,0.275,0.264,0.177,5,30,83.6,-2.2,1886,81.5,82.33,23,59,64,0.7999999999999972,6.93,112,148,118,146,301,327,292
123,656557,"Houck, Tanner",1064,11.6,0.259,0.259,0.227,0.519,0.374,0.348,0.26,7,27,91.2,9.1,2220,93.8,93.57,6,46,77,-0.20000000000000284,6.61,111,149,112,152,291,327,293
123,607067,"Rea, Colin",1297,9.5,0.233,0.133,0.316,0.367,0.271,0.176,0.152,7,30,89.8,20.5,2236,83,83.26,17,58,65,0.29999999999999716,6.5,111,151,118,148,298,323,293
122,607067,"Rea, Colin",1297,9.4,0.217,0.304,0.2,0.522,0.323,0.21,0.144,5,23,87.8,19.7,2218,78.8,78.85,12,46,76,0,6.43,116,150,116,149,297,324,293
122,664353,"Urquidy, José",508,24,0.31,0.31,0.35,0.621,0.418,0.375,0.271,9,29,86.6,13.7,2640,81.2,79.88,19,52,70,-1.2999999999999972,6.01,108,151,117,147,300,320,294
122,608717,"Stratton, Chris",758,16.1,0.257,0.229,0.25,0.486,0.325,0.333,0.286,9,35,87.9,5.8,2905,86.3,86.97,10,65,57,0.7000000000000028,6.59,111,150,119,146,306,316,295
122,659275,"Lamet, Dinelson",563,21.7,0.32,0.32,0.318,0.64,0.476,0.442,0.254,8,25,89.4,2.4,2472,94.5,94.28,5,41,81,-0.20000000000000284,5.95,110,149,119,148,298,333,299
122,676534,"Faucher, Calvin",372,32.8,0.263,0.263,0.25,0.526,0.381,0.461,0.353,5,19,92,7.9,2253,94.9,93.56,8,45,77,-1.3000000000000114,5.68,107,150,121,147,298,326,298
122,660896,"Alcala, Jorge",280,43.6,0.276,0.379,0.263,0.655,0.424,0.397,0.257,8,29,89.9,17.8,2508,87.9,87.24,16,54,68,-0.7000000000000028,5.8,110,149,124,149,300,328,294
122,518516,"Bumgarner, Madison",350,34.9,0.375,0.125,0.444,0.5,0.421,0.372,0.331,12,32,88.9,10.4,2244,86.2,86.96,11,67,55,0.7999999999999972,6.68,105,150,119,147,303,312,293
121,674285,"Salazar, Eduardo",239,50.6,0.385,0.077,0.4,0.462,0.414,0.422,0.361,10,26,90.8,3.8,2082,93.1,93.53,5,52,69,0.4000000000000057,6.61,112,147,126,148,294,318,288
121,624647,"González, Victor",376,32.2,0.242,0.212,0.333,0.455,0.306,0.328,0.272,8,33,89.8,15.1,2346,86.2,86,30,61,60,-0.20000000000000284,6.26,113,149,119,149,297,319,295
121,691587,"Pérez, Eury",881,13.7,0.043,0,0.1,0.043,0.136,0.207,0.126,1,23,79.4,2.3,2401,81.2,82.02,30,51,70,0.7999999999999972,6.8,115,147,115,150,302,321,298
121,647315,"Pop, Zach",199,60.8,0.233,0.333,0.211,0.567,0.384,0.39,0.27,7,30,91.1,1.8,2183,95.8,94.78,14,56,65,-1,6.4,109,148,124,146,289,323,291
121,455119,"Martin, Chris",401,30.2,0.304,0.217,0.375,0.522,0.378,0.361,0.298,7,23,92.7,0.1,2184,95.4,95.75,23,70,51,0.29999999999999716,6.55,109,148,116,149,289,327,288
121,696147,"Bachman, Sam",316,38.3,0.412,0.118,0.467,0.529,0.481,0.371,0.268,7,17,91.6,-4.1,2187,96.9,96.93,7,44,77,0,6.35,109,148,116,144,303,328,299
121,682227,"Williamson, Brandon",799,15.1,0.143,0.179,0.176,0.321,0.27,0.298,0.193,4,28,90.2,3.5,1632,84.2,83.76,25,54,67,-0.4000000000000057,5.98,109,150,123,148,299,323,292
120,571479,"Bellatti, Andrew",283,42.4,0.059,0.118,0.063,0.176,0.24,0.367,0.21,1,17,90.5,25.3,2508,94.1,93.39,11,45,75,-0.6999999999999886,5.94,113,148,116,149,296,325,291
120,571948,"Milner, Hoby",614,19.5,0.192,0.115,0.385,0.308,0.212,0.154,0.135,5,26,90.4,19.1,2026,88.8,89.37,19,50,70,0.6000000000000085,6.83,113,149,118,148,295,324,293
120,660271,"Ohtani, Shohei",1714,7,0.273,0.136,0.294,0.409,0.345,0.31,0.218,6,22,77.3,-14.2,2023,94.6,95.42,8,38,82,0.8000000000000114,6.94,107,151,117,147,301,326,294
120,642239,"Zastryzny, Rob",320,37.5,0.2,0,0.267,0.2,0.312,0.401,0.291,4,20,84.3,0.9,2439,92.9,93.61,13,48,72,0.6999999999999886,6.6,105,146,112,146,298,316,297
120,621389,"Blach, Ty",232,51.7,0.37,0.185,0.409,0.556,0.418,0.361,0.296,10,27,90.2,-1.6,2113,90.5,89.32,3,50,70,-1.2000000000000028,5.36,105,150,123,147,300,338,300
120,669461,"Liberatore, Matthew",591,20.3,0.308,0.154,0.296,0.462,0.394,0.461,0.336,8,26,91.2,8.4,2078,94.2,83.07,4,59,61,-11.100000000000009,6.39,108,149,118,146,304,318,297
120,642231,"Yacabonis, Jimmy",169,71,0.269,0.115,0.318,0.385,0.326,0.269,0.209,7,26,84.3,13.6,2264,93.1,92.55,8,39,81,-0.5,6.02,114,149,116,150,300,318,293
120,663385,"Smith, Chad",223,53.8,0.345,0.172,0.36,0.517,0.409,0.359,0.265,10,29,94.1,4.5,2135,94.8,94.48,6,53,67,-0.29999999999999716,6.11,107,144,114,146,298,320,294
119,608344,"Irvin, Cole",653,18.2,0.273,0.136,0.375,0.409,0.353,0.515,0.357,6,22,92.9,14.1,1928,91.6,90.24,14,57,62,-1.3999999999999915,6.34,110,150,117,147,301,327,296
119,670059,"Holderman, Colin",514,23.2,0.176,0.294,0.143,0.471,0.311,0.291,0.214,3,17,87.2,17.9,2410,92.4,92.94,15,67,52,0.5,6.45,110,147,111,149,296,321,303
119,682175,"Jacques, Joe",185,64.3,0.25,0.075,0.303,0.325,0.259,0.224,0.211,10,40,90.4,-3.6,1956,91.2,91.23,7,56,63,0,6.46,110,150,119,147,283,323,287
119,663372,"Feltner, Ryan",633,18.8,0.514,0.229,0.567,0.743,0.562,0.471,0.403,18,35,92.5,3,2251,94.1,94.89,9,51,68,0.8000000000000114,6.52,109,150,123,148,295,329,294
119,669060,"Wilson, Bryse",664,17.9,0.115,0.115,0.1,0.231,0.203,0.309,0.255,3,26,89.7,24.3,2166,93.6,93.82,10,53,66,0.20000000000000284,6.51,114,149,118,148,294,325,295
119,640451,"Harvey, Hunter",640,18.6,0.222,0.037,0.3,0.259,0.203,0.276,0.269,6,27,89.7,8.6,1070,89.7,88.96,22,59,60,-0.7000000000000028,6.24,116,147,118,149,308,330,312
119,650644,"Civale, Aaron",921,12.9,0.3,0,0.333,0.3,0.307,0.388,0.324,3,10,91.7,30.8,2397,92.1,90.42,8,39,80,-1.6999999999999886,5.68,113,149,116,149,296,315,291
119,671096,"Abbott, Andrew",763,15.6,0.138,0.034,0.222,0.172,0.187,0.207,0.145,4,29,86.2,16.4,2085,86.7,87.65,22,53,66,0.8999999999999915,6.76,108,149,124,147,303,321,289
119,669684,"Murphy, Chris",301,39.5,0.273,0.045,0.333,0.318,0.325,0.406,0.359,6,22,92.4,6.6,2248,94.2,94.57,6,48,71,0.3999999999999915,6.46,110,148,116,147,281,323,292
119,641703,"Honeywell, Brent",756,15.7,0.259,0.259,0.278,0.519,0.327,0.276,0.25,7,27,89.7,13.5,2481,81.7,81.58,24,56,63,-0.10000000000000853,6.25,108,151,118,147,299,319,288
119,642770,"Guerra, Javy",326,36.5,0.192,0.038,0.278,0.231,0.327,0.362,0.21,5,26,90.1,19.8,2298,97.8,97.35,16,62,57,-0.5,6.21,108,149,120,148,297,327,300
118,608665,"Graveman, Kendall",670,17.6,0.043,0,0.111,0.043,0.157,0.215,0.081,1,23,91.5,42.2,2372,96,96.1,30,55,63,0.09999999999999432,6.41,115,149,119,149,299,320,295
118,663992,"Lovelady, Richard",378,31.2,0.125,0.125,0.167,0.25,0.237,0.29,0.183,3,24,89,10.7,2360,90.8,92.75,14,53,65,2,7.4,112,147,116,149,303,318,295
118,676130,"Butto, José",218,54.1,0.19,0.143,0.176,0.333,0.341,0.417,0.279,4,21,87.7,20.4,2331,93.2,92.93,8,43,75,-0.29999999999999716,6.09,110,149,115,150,300,323,296
118,543056,"Coulombe, Danny",537,22,0.212,0.152,0.316,0.364,0.244,0.238,0.19,7,33,87.4,8.1,2460,82,80.18,17,53,65,-1.7999999999999972,5.62,107,148,116,147,300,323,293
118,622098,"Smith, Drew",585,20.2,0.421,0.316,0.7,0.737,0.518,0.338,0.259,8,19,92.1,19.2,2755,83.9,83.76,12,50,68,-0.10000000000000853,6.18,109,148,117,147,298,322,291
118,621295,"Wittgren, Nick",333,35.4,0.241,0.069,0.28,0.31,0.284,0.299,0.263,7,29,86.4,8.9,2371,83.1,83.99,10,56,62,0.9000000000000057,6.9,111,149,122,148,300,322,294
118,664199,"Clarke, Taylor",735,16.1,0.435,0.304,0.533,0.739,0.515,0.392,0.292,10,23,84,7.3,1565,89.2,89.34,18,57,61,0.09999999999999432,6.33,111,145,115,149,294,329,302
118,543507,"May, Trevor",423,27.9,0.222,0.185,0.192,0.407,0.294,0.339,0.292,6,27,87.5,18.7,2437,84.1,85.34,2,55,63,1.2000000000000028,6.96,110,147,116,147,301,323,295
117,606160,"Montero, Rafael",727,16.1,0.351,0.297,0.379,0.649,0.442,0.424,0.318,13,37,84.3,1.1,2216,95.4,95.35,13,75,42,0,6.33,106,151,114,146,294,321,290
117,572403,"VerHagen, Drew",654,17.9,0.45,0.4,0.412,0.85,0.544,0.458,0.382,9,20,92.4,8.7,2350,88.5,84.32,18,55,62,-4.200000000000003,6.31,110,149,121,146,307,319,300
117,647336,"Soroka, Michael",390,30,0.226,0.258,0.238,0.484,0.343,0.333,0.241,7,31,87.6,12.9,2411,93.3,93.26,15,60,57,0,6.21,113,149,119,151,304,324,303
117,571946,"Miller, Shelby",477,24.5,0.154,0.154,0.176,0.308,0.247,0.277,0.195,4,26,81.2,2.8,1563,85.6,87.35,16,52,65,1.8000000000000114,7.31,117,149,120,151,295,319,298
117,502085,"Robertson, David",639,18.3,0.364,0.318,0.375,0.682,0.464,0.35,0.273,8,22,86.8,22.3,2733,85.1,85.56,19,52,65,0.5,6.61,112,148,117,147,298,322,296
117,425844,"Greinke, Zack",1437,8.1,0.359,0.231,0.4,0.59,0.393,0.375,0.319,14,39,84.8,14.7,2441,85.6,85.43,13,67,50,-0.19999999999998863,5.95,107,150,117,146,306,333,295
117,642100,"Speier, Gabe",410,28.5,0.214,0.107,0.4,0.321,0.23,0.268,0.239,6,28,92.7,13.2,2160,84.2,83.87,25,51,66,-0.29999999999999716,6.03,108,147,119,145,294,317,292
116,665795,"Cabrera, Edward",1213,9.6,0.2,0,0.286,0.2,0.224,0.265,0.235,4,20,91.3,-0.2,2456,87.9,88.5,13,37,79,0.5999999999999943,6.54,109,152,117,149,306,321,294
116,657053,"Toussaint, Touki",427,27.2,0.333,0.095,0.438,0.429,0.443,0.451,0.298,7,21,87.5,-2.6,2231,93.6,95.24,10,45,71,1.6000000000000085,7.14,110,148,114,147,302,321,301
116,593576,"Neris, Hector",605,19.2,0.219,0.125,0.24,0.344,0.28,0.271,0.202,7,32,82.7,12.6,2348,92.7,92.11,12,67,49,-0.6000000000000085,6.16,105,150,111,144,292,320,289
116,543243,"Gray, Sonny",1729,6.7,0.16,0.12,0.174,0.28,0.204,0.282,0.268,4,25,87.9,9,1702,87.5,88.2,7,42,74,0.7000000000000028,6.65,115,145,118,153,295,326,300
116,608344,"Irvin, Cole",653,17.8,0.318,0.045,0.438,0.364,0.362,0.314,0.252,7,22,86.9,5.7,2211,76.8,75.94,6,40,76,-0.8999999999999915,6.21,109,149,117,145,303,326,296
116,518516,"Bumgarner, Madison",350,33.1,0.133,0.267,0.1,0.4,0.381,0.482,0.263,2,15,93.2,15.4,2160,89.5,90.16,9,38,78,0.7000000000000028,6.71,106,149,118,145,305,313,296
116,592789,"Syndergaard, Noah",884,13.1,0.3,0.3,0.25,0.6,0.406,0.426,0.339,6,20,88.4,21.2,2205,92.6,93.18,9,54,62,0.6000000000000085,6.62,117,150,115,152,292,318,296
116,542888,"Armstrong, Shawn",317,36.6,0.25,0.125,0.269,0.375,0.305,0.322,0.258,8,32,89.9,20.3,2523,91,91.76,17,66,50,0.7999999999999972,6.61,108,149,114,149,297,325,302
115,641302,"Alexander, Tyler",679,16.9,0.273,0.212,0.296,0.485,0.32,0.344,0.306,9,33,87.7,13.9,1505,82.8,82.79,11,55,60,0,6.35,109,152,117,143,308,328,287
115,668674,"Erceg, Lucas",547,21,0.211,0.105,0.308,0.316,0.27,0.25,0.214,4,19,84.2,0.3,1925,89.9,90.78,13,40,75,0.8999999999999915,6.82,112,145,114,150,292,323,299
115,488984,"Hunter, Tommy",367,31.3,0.333,0.444,0.278,0.778,0.472,0.469,0.316,9,27,88.7,12.7,2417,90.1,90.59,17,65,50,0.5,6.43,116,146,122,148,296,322,292
115,670990,"Ramirez, Yohan",499,23,0.12,0.04,0.429,0.16,0.204,0.181,0.098,3,25,84.9,10.6,2401,82.9,84.03,17,37,78,1.0999999999999943,7.06,108,148,115,148,297,319,290
115,682847,"Ortiz, Luis L.",879,13.1,0.269,0,0.318,0.269,0.286,0.31,0.257,7,26,87.8,2.2,1563,89.3,90.25,13,49,66,1,6.89,108,146,113,150,294,322,299
115,680694,"Bradish, Kyle",1479,7.8,0.31,0.138,0.286,0.448,0.35,0.38,0.321,9,29,89.4,-0.9,1360,90.5,90.68,3,47,68,0.20000000000000284,6.29,113,146,115,150,295,323,296
115,657265,"Strzelecki, Peter",619,18.6,0.235,0.059,0.286,0.294,0.256,0.308,0.274,8,34,83.8,4.6,1677,83.8,84.25,11,54,61,0.5,6.72,118,148,113,149,294,325,298
114,665795,"Cabrera, Edward",1213,9.4,0.353,0.235,0.385,0.588,0.479,0.462,0.298,6,17,85.1,12,2238,95.8,96.34,12,45,69,0.5,6.61,110,149,112,150,302,322,296
114,666159,"Manning, Matt",526,21.7,0.161,0.032,0.156,0.194,0.167,0.336,0.289,5,31,90.3,12.6,2255,79.4,80.06,5,54,60,0.6999999999999886,6.82,115,146,116,149,293,330,300
114,664299,"Javier, Cristian",1653,6.9,0.227,0.136,0.313,0.364,0.251,0.327,0.281,5,22,85.5,18.3,2923,76.4,74.27,9,37,77,-2.1000000000000085,5.88,113,148,113,150,293,323,295
114,656257,"Brigham, Jeff",527,21.6,0.083,0,0.111,0.083,0.233,0.312,0.184,1,12,83,28.8,2626,90,89.98,16,48,66,0,6.23,118,147,114,149,296,324,296
114,694297,"Pfaadt, Brandon",502,22.7,0.25,0.344,0.263,0.594,0.371,0.357,0.259,8,32,90,14.8,2703,83.2,83.69,19,61,53,0.5,6.69,113,151,121,149,307,326,296
114,661527,"Martinez, Seth",678,16.8,0.259,0.185,0.304,0.444,0.351,0.384,0.302,7,27,90.5,-3.2,2064,90.2,91.59,11,53,61,1.3999999999999915,7.05,104,147,111,143,293,315,286
